"ID","Meal.Plan.Description","Term.Session.Description","Entry.Status.Description","Room.Location.Description"
702260404,"100 Meal Blocks","Spring 2025","Application","Off Campus"
752230479,"RA Plan","Spring 2025","In Room","Linden Hall"
792510660,"Cardinal","Spring Only 2025","In Room","Welch Hall"
702790960,"Cardinal","Spring 2025","In Room","Linden Hall"
722870906,"Cardinal","Spring 2025","In Room","Maple Hall"
892190292,"Cardinal","Spring 2025","In Room","Lyon Hall"
842350575,"Campanile","Spring 2025","History","Off Campus"
802420675,"Cardinal","Spring 2025","In Room","Welch Hall"
862570641,"Cardinal","Spring 2025","In Room","Buchanan Hall"
842570739,"Cardinal","Spring 2025","In Room","Wilson Hall"
862490889,"Cardinal","Spring 2025","In Room","Larch Hall"
802720981,"Campanile","Spring 2025","In Room","Frederiksen Court"
932830048,"Gold","Spring 2025","In Room","Geoffroy Hall"
902470175,"Cardinal","Spring 2025","In Room","Willow Hall"
922590699,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
992950642,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
942510735,"Gold","Spring 2025","In Room","Larch Hall"
942780967,"Cardinal","Spring 2025","In Room","Buchanan Hall"
62921147,"Campanile","Spring 2025","In Room","Frederiksen Court"
72901148,"Cardinal","Spring 2025","In Room","Wallace Hall"
82451150,"Cardinal","Spring 2025","In Room","Helser Hall"
22001298,"Cardinal","Spring 2025","In Room","Helser Hall"
52751299,"Cardinal","Spring 2025","In Room","Maple Hall"
72621260,"Cardinal","Spring 2025","History","Off Campus"
42181379,"Gold","Spring 2025","History","Off Campus"
72221352,"Cardinal","Spring 2025","In Room","Helser Hall"
52871551,"Gold","Spring 2025","In Room","Larch Hall"
62461619,"Cardinal","Spring 2025","In Room","Frederiksen Court"
82841612,"25 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
82491668,"Campanile","Spring 2025","Application","Off Campus"
22281777,"Gold","Spring 2025","In Room","Buchanan Hall"
32581778,"50 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
72551798,"Campanile","Spring 2025","History","Off Campus"
2231803,"Cardinal","Spring 2025","In Room","Welch Hall"
92121917,"Cardinal","Spring 2025","In Room","Larch Hall"
152951047,"Cardinal","Spring 2025","In Room","Friley Hall"
112161157,"Cardinal","Spring 2025","In Room","Helser Hall"
192021103,"Campanile","Spring 2025","In Room","Friley Hall"
122411687,"Cardinal","Spring 2025","In Room","Welch Hall"
132481633,"Campanile","Spring 2025","History","Off Campus"
142711679,"Gold","Spring 2025","In Room","Martin Hall"
192841603,"Cardinal","Spring 2025","In Room","Wilson Hall"
202101014,"Cardinal","Spring 2025","In Room","Helser Hall"
232911118,"Campanile","Spring 2025","In Room","Frederiksen Court"
272241392,"50 Meal Blocks","Spring 2025","History","Off Campus"
222301563,"100 Meal Blocks","Spring 2025","In Room","University Village"
272481542,"Gold","Spring 2025","In Room","Maple Hall"
352681066,"Cardinal","Spring 2025","In Room","Birch Hall"
352541671,"Cardinal","Spring 2025","In Room","Wilson Hall"
342771938,"Cardinal","Spring 2025","In Room","Welch Hall"
422841045,"50 Meal Blocks","Spring 2025","History","Off Campus"
422981136,"Cardinal","Spring 2025","In Room","Welch Hall"
472091161,"Cardinal","Spring 2025","In Room","Larch Hall"
492011131,"Cardinal","Spring 2025","In Room","Helser Hall"
442061212,"Cardinal","Spring 2025","In Room","Wallace Hall"
442981381,"100 Meal Blocks","Spring 2025","Application","Off Campus"
442981381,"Gold","Spring 2025","Application","Off Campus"
422531449,"Cardinal","Spring 2025","In Room","Willow Hall"
452591799,"Campanile","Spring 2025","In Room","University Village"
462731830,"Cardinal","Spring 2025","In Room","Larch Hall"
522811079,"Cardinal","Spring 2025","In Room","Friley Hall"
512941115,"Campanile","Spring 2025","History","Off Campus"
572051160,"Gold","Spring 2025","In Room","Friley Hall"
502281430,"Cardinal","Spring 2025","In Room","Helser Hall"
552321460,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
582591509,"Gold","Spring 2025","In Room","Martin Hall"
522651758,"Campanile","Spring 2025","In Room","Willow Hall"
552041768,"Cardinal","Spring 2025","In Room","Oak Hall"
502691813,"Cardinal","Spring 2025","In Room","Larch Hall"
572771880,"50 Meal Blocks","Spring 2025","History","Off Campus"
502571951,"Cardinal","Spring 2025","In Room","Helser Hall"
642241026,"Cardinal","Spring 2025","In Room","Buchanan Hall"
602991153,"Cardinal","Spring 2025","In Room","Frederiksen Court"
682081101,"Cardinal","Spring 2025","In Room","Friley Hall"
612121366,"Cardinal","Spring 2025","History","Off Campus"
662091362,"Campanile","Spring 2025","In Room","Frederiksen Court"
642151434,"Gold","Spring 2025","In Room","Larch Hall"
682541621,"RA Plan","Spring 2025","In Room","Willow Hall"
632541703,"Campanile","Spring 2025","History","Off Campus"
622121843,"Cardinal","Spring 2025","In Room","Elm Hall"
662841897,"Gold","Spring 2025","In Room","Maple Hall"
792991199,"Cardinal","Spring 2025","In Room","Frederiksen Court"
712071213,"Cardinal","Spring 2025","In Room","Freeman Hall"
702191331,"25 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
782631310,"Cardinal","Spring 2025","In Room","Elm Hall"
742201414,"Campanile","Spring 2025","In Room","Martin Hall"
742371443,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
762401591,"Cardinal","Spring 2025","In Room","Maple Hall"
732621878,"Cardinal","Spring 2025","In Room","Friley Hall"
822981115,"Cardinal","Spring 2025","In Room","Linden Hall"
882091162,"Cardinal","Spring 2025","In Room","Linden Hall"
892671144,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
812181324,"Cardinal","Spring 2025","In Room","Helser Hall"
862151309,"Cardinal","Spring 2025","In Room","Maple Hall"
842061464,"Gold","Spring 2025","In Room","Barton Hall"
852341559,"Gold","Spring 2025","In Room","Oak Hall"
842901664,"50 Meal Blocks","Spring 2025","History","Off Campus"
842901664,"50 Meal Blocks","Spring 2025","History","Off Campus"
882591601,"Cardinal","Spring 2025","In Room","Willow Hall"
942311147,"Cardinal","Spring 2025","In Room","Maple Hall"
982091188,"Gold","Spring 2025","In Room","Maple Hall"
952141280,"Campanile","Spring 2025","In Room","Frederiksen Court"
952741582,"Gold","Spring 2025","In Room","Maple Hall"
972421531,"Campanile","Spring 2025","In Room","Frederiksen Court"
902311639,"Campanile","Spring 2025","In Room","University Village"
952481695,"Campanile","Spring 2025","In Room","Frederiksen Court"
902131801,"Cardinal","Spring Only 2025","In Room","Wilson Hall"
932381824,"Cardinal","Spring Only 2025","In Room","Friley Hall"
932701988,"Cardinal","Spring 2025","In Room","Buchanan Hall"
42852038,"Gold","Spring 2025","In Room","Buchanan Hall"
2992153,"Cardinal","Spring 2025","In Room","Helser Hall"
32912127,"Campanile","Spring 2025","In Room","Freeman Hall"
92252383,"Campanile","Spring 2025","In Room","Frederiksen Court"
42172422,"Gold","Spring 2025","In Room","Geoffroy Hall"
62912582,"Campanile","Spring 2025","Application","Off Campus"
72772891,"Cardinal","Spring 2025","In Room","Willow Hall"
112802120,"Cardinal","Spring 2025","In Room","Wallace Hall"
112982175,"Cardinal","Spring 2025","In Room","University Village"
182442198,"Gold","Spring 2025","In Room","Buchanan Hall"
112922354,"Cardinal","Spring 2025","In Room","Helser Hall"
122382410,"Cardinal","Spring 2025","In Room","Eaton Hall"
132242403,"Cardinal","Spring 2025","In Room","Oak Hall"
142412658,"Cardinal","Spring 2025","In Room","Roberts Hall"
112642702,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
142712908,"Cardinal","Spring 2025","In Room","Wilson Hall"
202152064,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
242802094,"Campanile","Spring 2025","In Room","Maple Hall"
252842028,"Cardinal","Spring 2025","In Room","Helser Hall"
262962138,"Gold","Spring 2025","In Room","Frederiksen Court"
262932159,"Campanile","Spring 2025","History","Off Campus"
282312298,"Cardinal","Spring 2025","In Room","Maple Hall"
212162354,"Gold","Spring 2025","In Room","Geoffroy Hall"
272262392,"Cardinal","Spring 2025","In Room","Maple Hall"
282282347,"Cardinal","Spring 2025","Application","Off Campus"
202902477,"Campanile","Spring 2025","In Room","Wilson Hall"
252392588,"Cardinal","Spring 2025","In Room","Eaton Hall"
232422606,"Campanile","Spring 2025","In Room","Frederiksen Court"
262602750,"Gold","Spring 2025","In Room","Freeman Hall"
282692741,"Cardinal","Spring 2025","In Room","Friley Hall"
262702800,"Campanile","Spring 2025","History","Off Campus"
352802099,"Campanile","Spring 2025","In Room","Frederiksen Court"
342102384,"Campanile","Spring 2025","In Room","Frederiksen Court"
372252350,"Campanile","Spring 2025","In Room","Frederiksen Court"
322442605,"Gold","Spring 2025","In Room","Buchanan Hall"
332422626,"Cardinal","Spring 2025","In Room","Elm Hall"
302452819,"Cardinal","Spring Only 2025","In Room","Martin Hall"
342692817,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
392852912,"Cardinal","Spring 2025","In Room","Maple Hall"
492972022,"Cardinal","Spring 2025","In Room","Frederiksen Court"
482382491,"Cardinal","Spring 2025","In Room","Larch Hall"
492592662,"Cardinal","Spring 2025","In Room","Helser Hall"
462682865,"Gold","Spring 2025","History","Off Campus"
492912989,"Cardinal","Spring 2025","In Room","Eaton Hall"
552032208,"RA Plan","Spring 2025","In Room","Helser Hall"
542122447,"Gold","Spring 2025","History","Off Campus"
502192786,"Cardinal","Spring 2025","In Room","Wilson Hall"
572162763,"Cardinal","Spring 2025","In Room","Wallace Hall"
552752938,"Cardinal","Spring 2025","Application","Off Campus"
642872032,"Cardinal","Spring 2025","In Room","Martin Hall"
672142241,"Cardinal","Spring 2025","In Room","Larch Hall"
682272330,"Cardinal","Spring Only 2025","In Room","Birch Hall"
612602450,"Gold","Spring 2025","In Room","Friley Hall"
612972453,"Cardinal","Spring 2025","In Room","Larch Hall"
622082431,"Cardinal","Spring 2025","In Room","Helser Hall"
612452612,"Cardinal","Spring 2025","In Room","Oak Hall"
652142784,"Gold","Spring 2025","In Room","Birch Hall"
772432146,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
732022287,"Cardinal","Spring 2025","In Room","Friley Hall"
702212474,"Campanile","Spring 2025","History","Off Campus"
732322587,"Campanile","Spring 2025","History","Off Campus"
702572731,"Cardinal","Spring 2025","In Room","Eaton Hall"
882252054,"Cardinal","Spring 2025","In Room","Willow Hall"
862672471,"RA Plan","Spring 2025","In Room","Elm Hall"
842392567,"50 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
832222776,"Cardinal","Spring 2025","In Room","Helser Hall"
842552757,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
802742993,"Cardinal","Spring 2025","In Room","Eaton Hall"
892882942,"Campanile","Spring 2025","In Room","Frederiksen Court"
912892062,"Cardinal","Spring 2025","In Room","Freeman Hall"
952592210,"Gold","Spring 2025","In Room","Roberts Hall"
942162363,"Cardinal","Spring 2025","In Room","Elm Hall"
922972556,"Cardinal","Spring 2025","In Room","Wilson Hall"
912482694,"25 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
932402687,"Cardinal","Spring 2025","In Room","Larch Hall"
942222749,"Cardinal","Spring 2025","In Room","Wilson Hall"
952692709,"Cardinal","Spring 2025","In Room","Helser Hall"
952562778,"Gold","Spring 2025","In Room","Oak Hall"
992812932,"Cardinal","Spring 2025","In Room","Maple Hall"
12453018,"Campanile","Spring 2025","Application","Off Campus"
92263202,"Gold","Spring 2025","In Room","Oak Hall"
72103379,"Cardinal","Spring 2025","In Room","Lyon Hall"
82853372,"Cardinal","Spring 2025","In Room","Linden Hall"
2273482,"Gold","Spring 2025","In Room","Eaton Hall"
32953522,"Campanile","Spring 2025","Application","Off Campus"
42053582,"Gold","Spring 2025","In Room","Helser Hall"
62493565,"Cardinal","Spring 2025","In Room","Wilson Hall"
92863574,"Campanile","Spring 2025","In Room","Wilson Hall"
72423666,"Cardinal","Spring 2025","In Room","Larch Hall"
52503799,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
12633824,"Cardinal","Spring 2025","In Room","Martin Hall"
102803033,"Cardinal","Spring 2025","In Room","Eaton Hall"
132463042,"Cardinal","Spring 2025","In Room","Willow Hall"
182903027,"Cardinal","Spring 2025","In Room","Elm Hall"
182983090,"50 Meal Blocks","Spring 2025","History","Off Campus"
192993080,"Cardinal","Spring 2025","Application","Off Campus"
132983711,"Gold","Spring 2025","In Room","Helser Hall"
162303912,"Cardinal","Spring 2025","In Room","Maple Hall"
232923137,"Cardinal","Spring 2025","In Room","Willow Hall"
292683153,"Gold","Spring 2025","In Room","Maple Hall"
292203179,"Cardinal","Spring 2025","In Room","Buchanan Hall"
232063266,"Campanile","Spring 2025","In Room","Martin Hall"
272033256,"Gold","Spring 2025","History","Off Campus"
232163300,"Cardinal","Spring 2025","In Room","Larch Hall"
272183389,"100 Meal Blocks","Spring 2025","History","Off Campus"
212243463,"Cardinal","Spring 2025","In Room","Wilson Hall"
292383492,"Campanile","Spring 2025","History","Off Campus"
222003699,"Campanile","Spring 2025","In Room","Frederiksen Court"
252513728,"Cardinal","Spring 2025","In Room","Oak Hall"
202143971,"Gold","Spring 2025","In Room","Geoffroy Hall"
362733074,"Campanile","Spring 2025","In Room","Wilson Hall"
392913022,"Cardinal","Spring 2025","In Room","Friley Hall"
332433659,"Cardinal","Spring 2025","In Room","Wilson Hall"
392393791,"Cardinal","Spring 2025","In Room","Friley Hall"
392893911,"Cardinal","Spring 2025","In Room","Eaton Hall"
472023150,"Gold","Spring 2025","In Room","Wilson Hall"
492093161,"Cardinal","Spring 2025","In Room","Frederiksen Court"
472543240,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
492583546,"Cardinal","Spring 2025","In Room","Willow Hall"
452493805,"Cardinal","Spring 2025","History","Off Campus"
432573965,"Cardinal","Spring 2025","In Room","Elm Hall"
472813968,"Gold","Spring 2025","In Room","Buchanan Hall"
522893003,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
572603162,"Cardinal","Spring 2025","In Room","Elm Hall"
592063175,"Gold","Spring 2025","In Room","Friley Hall"
532003286,"Cardinal","Spring 2025","In Room","Roberts Hall"
542083245,"Campanile","Spring 2025","History","Off Campus"
552103210,"Cardinal","Spring 2025","In Room","Buchanan Hall"
502493314,"Cardinal","Spring 2025","In Room","Elm Hall"
572133378,"Campanile","Spring 2025","History","Off Campus"
512673450,"Cardinal","Spring 2025","In Room","Maple Hall"
582463618,"Cardinal","Spring 2025","In Room","Larch Hall"
512313811,"Cardinal","Spring 2025","In Room","Friley Hall"
552933848,"Cardinal","Spring 2025","In Room","Larch Hall"
572773995,"Campanile","Spring 2025","In Room","Roberts Hall"
662943235,"Cardinal","Spring 2025","In Room","Helser Hall"
672093278,"Campanile","Spring 2025","History","Off Campus"
692183221,"Cardinal","Spring 2025","In Room","Maple Hall"
612703474,"Cardinal","Spring 2025","In Room","Buchanan Hall"
662933662,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
642753796,"Cardinal","Spring 2025","In Room","Elm Hall"
632533848,"Campanile","Spring 2025","In Room","Wilson Hall"
662883815,"Campanile","Spring 2025","History","Off Campus"
622723920,"Campanile","Spring 2025","Application","Off Campus"
672743945,"Cardinal","Spring 2025","In Room","Willow Hall"
722933164,"Cardinal","Spring 2025","In Room","Welch Hall"
732993107,"Cardinal","Spring 2025","In Room","Freeman Hall"
702063262,"Cardinal","Spring 2025","In Room","Lyon Hall"
762053233,"Campanile","Spring 2025","In Room","Frederiksen Court"
722163303,"RA Plan","Spring 2025","In Room","Roberts Hall"
792053402,"Cardinal","Spring 2025","In Room","Willow Hall"
712263579,"Cardinal","Spring 2025","In Room","Larch Hall"
772363559,"Cardinal","Spring 2025","In Room","Helser Hall"
802873022,"Cardinal","Spring 2025","In Room","Helser Hall"
872283047,"Cardinal","Spring 2025","In Room","Maple Hall"
892913127,"Campanile","Spring 2025","In Room","University Village"
852413606,"Cardinal","Spring 2025","History","Off Campus"
892683730,"Campanile","Spring 2025","In Room","Frederiksen Court"
822283937,"Cardinal","Spring 2025","In Room","Wallace Hall"
852143969,"Cardinal","Spring 2025","In Room","Larch Hall"
972933149,"Cardinal","Spring Only 2025","In Room","Geoffroy Hall"
942253436,"Cardinal","Spring 2025","In Room","Eaton Hall"
902333552,"Campanile","Spring 2025","In Room","Barton Hall"
902893615,"Gold","Spring Only 2025","In Room","Oak Hall"
992943751,"Cardinal","Spring 2025","In Room","Elm Hall"
982743820,"Cardinal","Spring 2025","In Room","Willow Hall"
32934155,"Cardinal","Spring 2025","In Room","Friley Hall"
22184429,"Campanile","Spring 2025","In Room","Helser Hall"
22514511,"50 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
22364698,"Gold","Spring 2025","In Room","Willow Hall"
32644862,"100 Meal Blocks","Spring 2025","In Room","Frederiksen Court"
42004964,"Campanile","Spring 2025","In Room","Linden Hall"
152854032,"Cardinal","Spring 2025","In Room","Freeman Hall"
162074217,"Cardinal","Spring 2025","In Room","Larch Hall"
112644387,"Cardinal","Spring Only 2025","In Room","Wilson Hall"
112514488,"Cardinal","Spring 2025","In Room","Geoffroy Hall"
172234469,"Gold","Spring 2025","In Room","Friley Hall"
142374654,"Cardinal","Spring 2025","In Room","Linden Hall"
122564741,"Cardinal","Spring 2025","In Room","Helser Hall"
162244727,"Cardinal","Spring 2025","In Room","Larch Hall"
182694879,"Gold","Spring 2025","In Room","Frederiksen Court"
212944173,"RA Plan","Spring 2025","In Room","Friley Hall"
272944139,"Gold","Spring 2025","In Room","Buchanan Hall"
242154324,"Campanile","Spring 2025","History","Off Campus"
272214475,"Gold","Spring 2025","In Room","Geoffroy Hall"
